"id","cwd_sep_apr","temp_sep_apr","ppt_sep_apr"
"1294319",516.200007691979,13.1193747067591,184.000002741814
"1294320",670.100009985268,13.0718747078208,95.2000014185906
"1309845",630.000009387732,13.4931246984051,70.9000010564923
"1321489",429.90000640601,12.8806247120956,302.900004513562
"1334248",550.000008195639,14.8931246671127,150.500002242625
"1355516",325.200004845857,11.5337497422006,337.700005032122
"1355531",322.800004810095,12.3962497229222,368.400005489587
"1367098",392.400005847216,9.63999978452921,258.60000385344
"1367099",545.500008128584,15.4437496548053,175.100002609193
"1367100",247.700003691018,8.56812480848748,424.900006331503
"1367101",337.600005030632,12.0637497303542,329.000004902482
"1367102",397.500005923211,10.0156247761333,190.600002840162
"1367103",294.400004386902,9.98624977678991,744.800011098385
"1367104",372.300005547702,15.6381246504607,613.000009134412
"1367417",618.900009222329,12.8718747122912,84.9000012651085
"1367420",720.700010739267,13.0856247075135,50.4000007510185
"1367422",249.000003710389,11.9456247329945,448.600006684661
"1367424",379.100005649031,13.3687497011852,249.200003713369
"1367425",379.100005649031,13.3687497011852,249.200003713369
"1368879",270.900004036724,11.5243747424101,362.00000539422
"1368880",270.900004036724,11.5243747424101,362.00000539422
"1368881",287.900004290044,11.5262497423682,429.000006392599
"1401880",315.800004705786,12.6781247166218,364.100005425513
"1401895",556.100008286536,12.6324997176416,143.200002133846
"1401918",302.100004501641,10.6856247611577,264.900003947318
"1401920",279.500004164874,10.5587497639935,266.90000397712
"1402074",132.100001968443,11.3887497454416,657.000009790063
"172732",185.400002762675,8.59874980780296,280.900004185736
"172734",387.60000577569,12.101249729516,267.600003987551
"172736",234.300003491342,12.701874716091,597.700008906425
"172737",359.600005358458,12.64062471746,351.000005230308
"172738",334.300004981458,11.8299997355789,313.300004668534
"172739",432.400006443262,11.2681247481378,237.000003531575
"172745",394.000005871057,11.9074997338466,353.900005273521
"172746",299.100004456937,12.5231247200863,417.300006218255
"172747",297.100004427135,12.6012497183401,490.400007307529
"172748",416.800006210804,11.3987497452181,282.000004202128
"172749",447.400006666779,11.1974997497164,234.400003492832
"172751",467.200006961822,11.6106247404823,210.200003132224
"172752",249.000003710389,11.9456247329945,448.600006684661
"172753",408.800006091595,11.3993747452041,259.400003865361
"172754",491.700007326901,12.3931247229921,204.500003047287
"172762",441.900006584823,12.5118747203378,196.000002920628
"172766",259.500003866851,13.116249706829,369.500005505979
"1893550",235.200003504753,10.9856247544521,534.700007967651
"1893551",322.800004810095,13.5906246962259,333.200004965067
"1893552",404.20000602305,13.0006247094134,309.90000461787
"1893553",401.900005988777,14.3937496782746,319.400004759431
"1893554",254.200003787875,14.1181246844353,464.20000691712
"1893556",366.000005453825,11.7787497367244,331.400004938245
"1893564",175.600002616644,11.4268747445894,963.500014357269
"1893565",302.700004510581,12.0349997309968,302.200004503131
"1893612",481.30000717193,12.8106247136602,147.300002194941
"1893613",517.80000771582,12.9662497101817,200.800002992153
"1893615",568.40000846982,11.8831247343915,108.400001615286
"1893617",384.800005733967,12.7774997144006,201.500003002584
"1893618",252.400003761053,14.0743746854132,402.800006002188
"1893620",513.700007654727,12.908749711467,166.400002479553
"1893622",265.500003956259,12.5706247190246,374.100005574525
"1893623",509.800007596612,13.1537497059908,164.00000244379
"1893624",240.800003588199,12.6674997168593,435.200006484986
"1893625",545.700008131564,11.4431247442262,104.000001549721
"1893626",372.700005553663,12.5256247200305,206.30000307411
"1893627",620.200009241701,13.9899996872991,128.100001908839
"1893628",499.70000744611,12.6349997175857,188.900002814829
"1893629",510.200007602572,12.9874997097068,121.900001816452
"1893631",407.700006075204,12.59812471841,153.300002284348
"1893634",636.100009478628,14.0818746852456,92.0000013709068
"2052556",267.20000398159,11.8781247345032,332.000004947185
"2059192",359.900005362928,9.92937477806118,288.600004300475
"208351",311.800004646182,12.7887497141492,281.600004196167
"208352",481.000007167459,11.978124732268,113.900001697242
"208353",383.500005714595,11.0406247532228,251.500003747642
"208354",383.500005714595,11.0406247532228,251.500003747642
"208355",383.500005714595,11.0406247532228,251.500003747642
"208356",383.500005714595,11.0406247532228,251.500003747642
"208370",341.200005084276,12.6524997171946,317.300004728138
"208371",341.200005084276,12.6524997171946,317.300004728138
"208372",416.900006212294,12.6637497169431,242.300003610551
"208373",464.90000692755,11.2581247483613,162.000002413988
"208374",488.500007279217,12.0018747317372,188.500002808869
"208375",346.800005167723,11.4243747446453,311.000004634261
"208376",416.100006200374,11.1118747516302,222.100003309548
"208377",655.800009772181,13.5131246979581,88.3000013157725
"208378",580.500008650124,13.1056247070665,132.700001977384
"208379",582.700008682906,11.8656247347826,86.5000012889505
"208396",335.000004991889,11.334999746643,412.100006140769
"2175846",266.100003965199,11.5949997408316,358.100005336106
"295209",245.600003659725,14.09062468505,422.600006297231
"295229",149.900002233684,8.85999980196357,715.600010663271
"303048",282.400004208087,9.78187478135805,560.300008349121
"303049",501.300007469952,13.1356247063959,188.500002808869
"303050",220.300003282725,13.8787496897858,418.800006240606
"303051",330.200004920363,13.7681246922584,390.600005820394
"303052",280.100004173815,13.6656246945495,1473.80002196133
"303054",284.600004240871,11.2574997483753,470.700007013977
"303055",438.000006526708,10.9424997554161,196.300002925098
"303056",282.300004206598,11.2437497486826,351.700005240739
"303057",273.200004070997,9.47499978821725,391.000005826354
"303058",365.700005449355,13.3487497016322,568.100008465349
"303060",503.000007495284,13.0837497075554,191.200002849102
"303061",221.700003303588,7.97437482175882,715.10001065582
"303063",460.400006860495,12.9137497113552,240.600003585219
"303072",535.100007973611,13.3474997016601,169.700002528727
"303074",601.900008969008,13.5987496960443,116.300001733005
"303076",571.300008513034,12.5768747188849,127.100001893938
"303077",509.400007590652,12.9887497096788,246.900003679097
"303078",526.500007845461,12.8449997128919,193.200002878904
"303079",522.400007784366,12.8156247135485,142.900002129376
"303080",380.300005666912,13.2524997037835,274.600004091859
"303081",406.800006061792,13.4224996999837,205.200003057719
"303082",658.100009806455,12.0449997307733,95.2000014185906
"303083",370.800005525351,9.94999977760017,228.400003403425
"303084",526.500007845461,12.8449997128919,193.200002878904
"303085",593.300008840858,11.480624743388,105.300001569092
"305357",304.800004541874,12.1443747285521,356.400005310774
"466429",445.200006633997,11.976874732296,200.000002980232
"466474",615.500009171665,12.2218747268198,104.000001549721
"466494",418.900006242096,12.9831247098045,305.900004558265
"466498",422.600006297231,15.5893746515503,270.100004024804
"466501",630.200009390711,13.3824997008778,108.200001612306
"466506",462.400006890297,14.4406246772269,211.600003153086
"466525",538.100008018315,13.303124702652,152.100002266467
"466528",474.700007073581,12.5768747188849,161.500002406538
"466529",335.80000500381,10.9537497551646,447.200006663799
"466532",558.70000832528,14.8468746681465,131.200001955032
"466556",292.80000436306,9.35624979087152,332.400004953146
"466603",294.400004386902,10.0187497760635,429.900006406009
"466627",394.000005871057,11.9074997338466,353.900005273521
"466803",503.800007507205,12.4518747216789,306.500004567205
"466818",456.800006806851,9.05187479767483,152.500002272427
"466849",241.500003598631,13.9943746872013,934.100013919174
"466876",356.500005312265,9.96812477719504,272.500004060566
"608765",297.700004436076,15.8037496467587,639.700009532273
"608766",264.200003936887,8.91374980076217,699.700010426342
"608770",497.900007419288,12.1249997289851,177.900002650917
"608772",456.80000680685,12.1868747276021,268.800004005432
"608774",427.700006373226,12.9487497105729,308.200004592538
"608776",481.200007170439,13.178749705432,236.400003522635
"C87348",179.600002676249,11.3587497461121,548.500008173287
"C87349",250.200003728271,10.236249771202,544.500008113682
"C87351",179.600002676249,11.3587497461121,548.500008173287
"C87352",205.800003066659,9.8968747787876,545.700008131564
"C87353",236.900003530085,11.9812497321982,1068.4000159204
"C87355",755.300011254847,19.2662495693658,4.30000006407499
"C87357",287.500004284084,12.8381247130455,276.700004123151
"C87359",180.300002686679,11.1043747517979,520.200007751585
"C87360",191.400002852083,12.2549997260794,507.200007557869
"C87361",191.400002852083,12.2549997260794,507.200007557869
"C87362",258.50000385195,10.6387497622054,632.600009426474
"JEPS27085",336.300005011261,12.931249710964,322.000004798173
