"genus","species","specimen","individual","counter","bud","flwr","immFrt","fillFrt","infFrt","unfFrt","infFlwr","infImmFrt","infBud","unkRepStr"
"s","insignis","C87357","2","MM",0,2,1,1,0,1,0,0,0,0
"s","insignis","C87357","3","MM",4,5,2,3,0,0,0,0,0,0
"s","insignis","C87357","4","MM",0,1,1,0,0,2,0,0,0,0
"s","insignis","C87357","5","MM",0,0,3,0,0,0,0,0,0,0
"s","insignis","C87359","1","MM",1,7,4,5,0,1,0,3,0,1
"s","insignis","C87359","2","MM",1,3,3,1,0,0,0,0,0,0
"s","insignis","C87359","3","MM",1,0,2,12,0,0,0,12,0,0
"s","insignis","C87359","4","MM",8,21,0,6,0,0,0,0,0,0
"s","insignis","C87360","1","MM",33,141,5,80,5,14,0,2,0,5
"s","insignis","C87361","1","MM",29,41,7,12,3,4,1,1,0,0
"s","insignis","C87362","1","MM",3,18,0,8,1,1,0,0,0,0
"s","insignis","C87362","2","MM",11,25,0,5,1,3,0,0,0,0
"s","insignis","C87362","3","MM",6,20,0,5,1,4,2,0,0,0
"s","insignis","C87363","1","MM",19,22,0,6,0,3,0,2,1,0
"s","insignis","C87363","2","MM",15,48,3,9,0,4,0,0,0,0
"s","insignis","C87363","3","MM",8,8,2,0,0,2,0,0,0,0
"s","insignis","C87363","4","MM",2,3,1,0,0,2,0,0,0,0
"s","insignis","C87363","5","MM",7,3,0,0,0,0,0,0,0,0
"s","insignis","C87363","6","MM",2,5,1,0,0,2,0,0,0,0
"s","insignis","C87364","1","MM",150,59,4,0,0,2,1,0,0,0
"s","insignis","C87364","2","MM",6,4,1,0,0,0,0,0,0,0
"s","insignis","C87365","1","MM",4,2,12,19,1,2,2,2,5,1
"s","insignis","C87365","2","MM",0,3,0,2,0,3,0,0,0,0
"s","insignis","C87365","3","MM",2,1,1,3,0,1,0,1,0,0
"s","insignis","C87365","4","MM",3,18,1,7,0,2,0,0,0,0
"s","insignis","C87365","5","MM",0,0,1,5,2,0,0,0,0,10
"s","insignis","C87365","6","MM",2,0,3,4,0,1,0,1,0,4
"s","insignis","C87365","7","MM",1,3,0,0,0,0,1,0,0,0
"s","insignis","C87365","8","MM",0,0,2,12,1,0,0,2,0,8
"s","insignis","C87367","1","MM",1,4,1,0,0,0,0,0,0,0
"s","insignis","C87367","2","MM",6,5,0,2,0,0,0,1,0,0
"s","insignis","C87367","3","MM",0,4,1,2,0,1,0,0,0,0
"s","insignis","C87368","1","MM",7,15,2,8,0,3,0,0,0,0
"s","insignis","C87368","2","MM",7,14,2,8,0,0,0,0,0,0
"s","insignis","C87369","1","MM",1,10,0,3,0,0,0,0,0,0
"s","insignis","C87369","2","MM",0,8,5,7,0,0,0,0,0,0
"s","insignis","C87369","3","MM",0,4,1,4,0,0,0,0,0,0
"s","insignis","C87369","4","MM",0,5,3,5,0,0,0,0,0,0
"s","insignis","C87370","1","MM",0,4,0,0,0,2,0,0,0,0
"s","insignis","C87370","2","MM",3,12,5,13,0,3,0,0,1,0
"s","insignis","C87370","3","MM",57,35,0,3,1,1,0,1,0,0
"s","insignis","C87370","4","MM",0,6,3,5,0,0,1,0,0,0
"s","insignis","C87372","1","MM",54,16,1,0,0,4,1,0,0,0
"s","insignis","C87372","2","MM",62,28,4,3,1,1,0,0,1,0
"s","insignis","C87373","1","MM",3,5,9,15,0,2,2,0,4,0
"s","insignis","C87373","2","MM",4,24,17,27,1,1,1,2,0,0
"s","insignis","C87373","3","MM",1,2,5,6,0,0,1,0,0,0
"s","insignis","C87376","1","MM",0,19,6,44,0,3,0,0,3,0
"s","insignis","C87377","1","MM",0,6,15,12,0,0,2,0,8,0
"s","insignis","C87377","2","MM",2,17,8,14,2,7,5,0,0,1
"s","insignis","C87377","3","MM",1,22,19,22,1,3,0,0,1,0
"s","insignis","C87378","1","MM",8,4,0,0,0,0,0,0,0,0
"s","insignis","C87378","2","MM",24,15,0,0,0,0,0,0,1,0
"s","insignis","C87378","3","MM",3,5,0,0,0,0,0,0,0,0
"s","insignis","C87378","4","MM",1,5,0,0,0,0,0,0,0,1
"s","insignis","C87379","1","MM",13,3,0,0,0,0,0,0,1,0
"s","insignis","C87379","2","MM",16,27,0,0,0,0,0,0,0,0
"s","insignis","C87379","3","MM",4,20,0,0,0,1,0,0,0,0
"s","insignis","C87380","1","MM",79,15,0,0,0,0,1,0,1,0
"s","insignis","C87380","2","MM",2,6,0,4,1,1,1,0,2,0
"s","insignis","C87380","3","MM",6,11,1,5,1,4,0,0,0,0
"s","insignis","C87381","1","MM",6,6,0,0,0,0,0,0,0,0
"s","insignis","C87381","2","MM",21,9,0,0,0,0,0,0,0,0
"s","insignis","C87381","3","MM",39,10,0,0,0,0,0,0,0,0
"s","insignis","C87381","4","MM",0,11,0,0,0,0,0,0,0,0
"s","insignis","C87381","5","MM",2,5,0,0,0,0,0,0,0,0
"s","insignis","C87382","1","MM",6,16,0,1,3,4,2,0,0,0
"s","insignis","C87382","2","MM",8,25,2,9,1,8,0,0,0,0
"s","insignis","ID072635","1","MM",4,3,0,0,0,0,0,0,0,0
"s","insignis","ID072635","2","MM",9,1,0,0,0,0,0,0,0,0
"s","insignis","ID072635","3","MM",21,11,0,0,0,0,2,0,0,0
"s","insignis","ID072635","4","MM",8,0,0,0,0,0,0,0,0,1
"s","insignis","IDS0028213","1","MM",32,18,0,0,0,0,0,0,0,0
"s","insignis","IDS0028213","2","MM",8,7,0,0,0,0,0,0,0,0
"s","insignis","IDS0028213","3","MM",6,0,0,0,0,0,0,0,1,0
"s","insignis","JEPS105045","1","MM",9,54,2,7,0,5,3,0,0,0
"s","insignis","JEPS105046","1","MM",2,10,5,9,1,0,0,2,0,0
"s","insignis","JEPS105046","2","MM",5,20,0,8,0,3,0,0,0,0
"s","insignis","JEPS105097","1","MM",51,12,0,0,0,0,0,0,0,0
"s","insignis","JEPS105097","2","MM",24,6,0,0,0,0,0,0,0,0
"s","insignis","JEPS105097","3","MM",13,5,0,0,0,0,0,0,0,0
"s","insignis","JEPS105097","4","MM",9,3,0,0,0,0,1,0,0,0
"s","insignis","JEPS105097","5","MM",7,4,0,0,0,0,0,0,0,0
"s","insignis","JEPS105098","1","MM",23,27,5,0,0,0,0,0,0,0
"s","insignis","JEPS105098","2","MM",9,12,0,0,1,0,1,0,0,0
"s","insignis","JEPS105098","3","MM",18,27,0,4,0,3,0,0,0,0
"s","insignis","JEPS105099","1","MM",28,8,0,0,0,0,0,0,0,0
"s","insignis","JEPS105099","2","MM",67,10,0,0,0,0,0,0,0,0
"s","insignis","JEPS105100","1","MM",23,32,0,0,0,0,4,0,1,0
"s","insignis","JEPS105100","2","MM",2,16,2,0,0,0,0,0,0,0
"s","insignis","JEPS105261","1","MM",10,78,2,3,2,1,2,0,0,0
"s","insignis","JEPS105446","1","MM",23,19,3,1,0,1,1,0,2,0
"s","insignis","JEPS105446","2","MM",10,34,4,11,0,0,0,0,0,0
"s","insignis","JEPS105446","3","MM",5,10,0,0,0,0,0,0,0,0
"s","insignis","JEPS105469","1","MM",14,33,1,8,1,1,1,0,0,0
"s","insignis","JEPS105710","1","MM",39,3,0,1,1,0,0,0,1,16
"s","insignis","JEPS105710","2","MM",3,0,0,0,0,0,0,0,0,6
"s","insignis","JEPS105710","3","MM",2,3,0,0,0,1,0,0,0,0
"s","insignis","JEPS108311","1","MM",10,50,11,9,0,3,0,0,2,0
"s","insignis","JEPS108311","2","MM",11,9,0,0,0,0,1,0,0,3
"s","insignis","JEPS108311","3","MM",19,17,0,1,0,0,0,0,0,0
"s","insignis","JEPS108311","4","MM",4,4,3,0,0,1,0,0,0,1
"s","insignis","JEPS108311","5","MM",14,20,1,0,0,0,0,0,0,0
"s","insignis","JEPS108311","6","MM",37,34,0,0,0,0,0,0,0,1
"s","insignis","JEPS27005","1","MM",3,5,0,0,0,0,0,0,0,0
"s","insignis","JEPS27005","2","MM",8,4,0,0,0,0,0,0,2,0
"s","insignis","JEPS27005","3","MM",10,4,0,0,0,0,0,0,0,0
"s","insignis","JEPS27005","4","MM",5,3,0,0,0,0,0,0,0,0
"s","insignis","JEPS27085","1","MM",0,4,0,0,0,0,1,0,0,0
"s","insignis","JEPS27085","10","MM",1,5,0,0,0,1,0,0,0,0
"s","insignis","JEPS27085","11","MM",0,2,0,0,0,0,2,0,0,0
"s","insignis","JEPS27085","2","MM",0,4,0,0,0,0,1,0,0,0
"s","insignis","JEPS27085","3","MM",1,2,1,1,0,0,1,0,0,0
"s","insignis","JEPS27085","4","MM",0,8,0,2,0,0,0,0,0,0
"s","insignis","JEPS27085","5","MM",0,3,1,0,0,0,2,0,0,0
"s","insignis","JEPS27085","6","MM",1,6,0,2,0,1,0,0,0,0
"s","insignis","JEPS27085","7","MM",0,3,0,1,0,1,1,0,0,0
"s","insignis","JEPS27085","8","MM",0,6,0,3,0,1,3,0,0,0
"s","insignis","JEPS27085","9","MM",0,5,0,0,0,0,1,0,0,0
"s","insignis","JEPS74169","1","MM",27,20,2,0,0,4,0,0,0,0
"s","insignis","JEPS74169","2","MM",5,3,0,0,0,0,0,0,0,0
"s","insignis","JEPS74169","3","MM",14,22,0,0,0,3,0,0,0,0
"s","insignis","JEPS74169","4","MM",12,9,0,0,0,0,0,0,0,0
"s","insignis","JEPS74169","5","MM",19,25,0,0,0,3,1,0,1,0
"s","insignis","JEPS77707","1","MM",7,2,0,0,0,0,0,0,1,0
"s","insignis","JEPS77707","2","MM",28,9,0,0,0,0,0,0,0,0
"s","insignis","JEPS77707","3","MM",15,14,0,0,0,0,0,0,0,0
"s","insignis","JEPS77708","1","MM",1,3,0,0,0,0,0,0,0,0
"s","insignis","JEPS77708","2","MM",2,5,0,0,0,0,0,0,0,0
"s","insignis","JEPS77708","3","MM",0,1,8,8,0,0,0,1,0,0
"s","insignis","JEPS77708","4","MM",4,6,0,4,1,0,1,0,0,0
"s","insignis","JEPS77708","5","MM",7,12,0,0,0,0,0,0,0,0
"s","insignis","JEPS77708","6","MM",0,8,2,4,1,0,1,0,0,0
"s","insignis","JEPS83198","1","MM",0,4,13,27,2,0,0,3,0,0
"s","insignis","JEPS83198","2","MM",0,6,9,20,0,1,1,1,0,0
"s","insignis","JEPS83198","3","MM",0,0,6,3,0,0,0,1,0,0
"s","insignis","JEPS83198","4","MM",1,2,9,7,0,0,0,0,1,0
"s","insignis","JEPS83198","5","MM",0,3,1,11,0,0,0,0,0,0
"s","insignis","JEPS83198","6","MM",2,11,12,13,0,0,5,1,0,0
"s","insignis","UC1093675","1","MM",57,33,2,0,0,0,0,0,0,0
"s","insignis","UC1093675","2","MM",19,4,0,0,0,0,1,0,0,0
"s","insignis","UC1093675","3","MM",6,11,0,4,0,1,1,0,0,0
"s","insignis","UC1093675","4","MM",23,30,2,0,0,0,7,0,0,0
"s","insignis","UC1112201","1","MM",7,11,0,5,0,1,0,0,0,0
"s","insignis","UC1112201","2","MM",3,1,0,2,0,0,0,0,0,0
"s","insignis","UC1112201","3","MM",16,11,1,10,2,7,1,0,0,0
"s","insignis","UC1112201","4","MM",2,7,1,2,0,0,0,0,0,0
"s","insignis","UC1112201","5","MM",7,9,0,6,0,3,0,0,0,0
"s","insignis","UC1112201","6","MM",9,3,0,0,0,0,0,0,0,0
"s","insignis","UC1112201","7","MM",2,5,0,2,0,1,0,0,0,0
"s","insignis","UC1292646","1","MM",4,10,4,7,0,5,1,0,0,0
"s","insignis","UC1292646","2","MM",17,24,4,8,0,1,2,0,0,0
"s","insignis","UC1292646","3","MM",3,5,0,0,0,1,0,0,0,0
"s","insignis","UC1292646","4","MM",2,6,0,6,0,1,0,0,0,0
"s","insignis","UC1292647","1","MM",0,8,0,7,0,1,0,0,0,0
"s","insignis","UC1292647","2","MM",0,6,0,5,0,0,0,0,0,0
"s","insignis","UC1292647","3","MM",0,3,3,4,2,0,0,0,0,0
"s","insignis","UC1292647","4","MM",2,6,0,0,0,0,0,0,0,0
"s","insignis","UC1292647","5","MM",5,15,0,3,0,1,0,0,0,0
"s","insignis","UC1292647","6","MM",0,7,1,7,1,0,0,0,0,0
"s","insignis","UC1292647","7","MM",3,7,1,2,0,2,0,0,0,0
"s","insignis","UC1292647","8","MM",2,7,0,3,0,0,0,0,0,0
"s","insignis","UC1492750","1","MM",60,34,0,0,0,5,0,0,0,0
"s","insignis","UC1492750","2","MM",73,10,0,0,0,0,1,0,0,0
"s","insignis","UC1492751","1","MM",2,10,1,9,1,3,1,0,0,0
"s","insignis","UC1492751","2","MM",2,9,1,13,0,3,0,0,0,0
"s","insignis","UC1492751","3","MM",1,18,1,2,0,1,1,1,0,0
"s","insignis","UC1492759","1","MM",0,0,3,2,0,0,0,1,0,0
"s","insignis","UC1492759","10","MM",0,0,1,4,0,0,0,10,0,0
"s","insignis","UC1492759","2","MM",0,2,0,2,0,0,0,0,0,0
"s","insignis","UC1492759","3","MM",0,0,1,2,1,0,0,0,0,0
"s","insignis","UC1492759","4","MM",3,6,0,2,0,0,2,0,0,0
"s","insignis","UC1492759","5","MM",0,0,3,5,1,0,0,0,0,0
"s","insignis","UC1492759","6","MM",0,0,0,2,1,0,0,0,0,4
"s","insignis","UC1492759","7","MM",1,1,6,2,0,0,0,1,0,10
"s","insignis","UC1492759","8","MM",0,4,0,1,0,0,0,0,0,0
"s","insignis","UC1492759","9","MM",0,0,3,5,0,0,0,0,0,2
"s","insignis","UC1492760","1","MM",8,20,0,5,0,1,0,1,0,0
"s","insignis","UC1492760","2","MM",11,22,4,3,0,0,3,0,0,0
"s","insignis","UC1492760","3","MM",5,15,0,0,0,0,0,0,0,0
"s","insignis","UC1492761","1","MM",24,53,1,6,0,2,8,0,0,0
"s","insignis","UC186123","1","MM",6,6,5,9,1,0,2,3,0,0
"s","insignis","UC186123","2","MM",3,4,0,0,0,0,0,0,0,0
"s","insignis","UC186123","3","MM",4,8,1,2,0,0,0,0,0,0
"s","insignis","UC186123","4","MM",4,15,0,4,0,0,0,0,0,0
"s","insignis","UC186123","5","MM",28,13,0,0,0,0,0,0,0,0
"s","insignis","UC186123","6","MM",6,13,0,3,0,2,0,0,0,0
"s","insignis","UC186123","7","MM",2,4,3,3,0,0,2,0,0,0
"s","insignis","UC186123","8","MM",7,6,1,5,0,0,1,0,0,0
"s","insignis","UC186123","9","MM",2,8,0,3,1,2,1,0,0,0
"s","insignis","UC584119","1","lrs",11,54,5,82,7,2,5,0,0,0
"s","insignis","UC584235","1","lrs",0,23,14,90,7,2,14,4,0,4
"s","insignis","UC625467","1","MM",4,3,0,0,0,0,0,0,0,0
"s","insignis","UC625467","2","MM",3,4,0,0,0,0,0,0,0,0
"s","insignis","UC625467","3","MM",1,8,0,0,0,0,0,0,0,0
"s","insignis","UC625467","4","MM",9,6,0,0,0,0,0,0,0,0
"s","insignis","UC625467","5","MM",12,9,0,0,0,0,0,0,0,0
"s","insignis","UC625467","6","MM",3,2,0,0,0,0,0,0,0,0
"s","insignis","UC625467","7","MM",0,1,0,0,0,0,0,0,0,0
"s","insignis","UC625467","8","MM",4,2,0,0,0,0,0,0,0,0
"s","insignis","UC625467","9","MM",1,2,0,0,0,0,0,0,0,0
"s","insignis","UC630652","1","MM",40,64,4,18,0,7,1,0,2,0
"s","insignis","UC630652","2","MM",2,17,4,12,0,0,1,0,0,0
"s","insignis","UC630652","3","MM",2,10,2,3,1,2,0,0,0,0
"s","insignis","UC644784","1","MM",1,9,0,3,2,0,0,0,0,0
"s","insignis","UC644784","2","MM",3,6,1,2,0,0,0,0,0,0
"s","insignis","UC644784","3","MM",1,1,0,2,0,0,1,0,0,0
"s","insignis","UC644784","4","MM",3,9,0,2,0,0,0,0,2,0
"s","insignis","UC644784","5","MM",4,8,0,4,0,0,0,0,0,0
"s","insignis","UC644784","6","MM",2,5,1,4,0,0,0,0,0,0
"s","insignis","UC644784","7","MM",1,13,0,4,0,2,0,0,0,0
"s","insignis","UC644784","8","MM",1,7,1,2,0,0,0,0,0,0
"s","insignis","UC644784","9","MM",2,3,2,3,0,0,1,0,0,0
"s","insignis","UC676773","1","MM",19,1,0,0,0,0,0,0,0,0
"s","insignis","UC676773","2","MM",1,5,0,0,0,0,0,0,0,0
"s","insignis","UC676773","3","MM",7,3,0,0,0,0,0,0,0,0
"s","insignis","UC676777","1","MM",2,4,0,0,0,0,3,0,0,0
"s","insignis","UC676777","2","MM",6,5,0,0,0,0,0,0,0,0
"s","insignis","UC676777","3","MM",5,3,0,0,0,0,0,0,0,0
"s","insignis","UC676777","4","MM",2,4,0,0,0,0,0,0,0,0
"s","insignis","UC676777","5","MM",6,3,0,0,0,0,0,0,0,0
"s","insignis","UC676777","6","MM",4,4,0,0,0,0,0,0,0,0
"s","insignis","UC765130","1","MM",3,3,2,3,0,0,0,0,0,0
"s","insignis","UC765130","2","MM",4,10,0,0,0,0,1,0,0,0
"s","insignis","UC765130","3","MM",0,0,5,3,0,0,0,1,0,3
"s","insignis","UC765130","4","MM",3,2,2,2,0,0,0,1,0,0
"s","insignis","UC765130","5","MM",0,2,0,0,0,0,0,0,0,0
"s","insignis","UC765130","6","MM",4,5,1,0,0,0,0,1,0,0
"s","insignis","UC857444","1","MM",2,17,0,3,0,0,0,0,0,0
"s","insignis","UC857444","2","MM",19,33,0,2,0,0,1,0,5,0
"s","insignis","UC933990","1","lrs",9,15,0,0,0,0,0,0,0,0
"s","insignis","UC933990","2","lrs",3,21,0,0,0,0,0,0,0,0
"s","insignis","UC956598","1","lrs",22,21,0,0,0,0,0,0,0,0
"s","insignis","UC956598","2","lrs",12,15,2,0,0,0,0,0,0,0
"s","insignis","UC956598","3","lrs",49,21,1,0,0,0,1,0,1,0
"s","insignis","UC956598","4","lrs",31,37,0,0,0,0,0,0,0,0
"s","insignis","UC956599","1","lrs",3,62,8,17,13,0,1,0,1,3
